satellite_img_name,BD09 coordinate,WGS84 coordinate,carbon_emissions (ton),population (unit),gdp (million yuan)
Shenzhen/16_12372_2534_s.jpg,"(12372,2534)","(22.830591055078724, 113.80567824463813)",1518.2698,6932,32218.598
Shenzhen/16_12385_2507_s.jpg,"(12385,2507)","(22.60016374911348, 113.9252606740869)",0.0,4410,59.939938
Shenzhen/16_12392_2508_s.jpg,"(12392,2508)","(22.608705083155943, 113.98965121302085)",811.0398,718,23297.412
Shenzhen/16_12407_2495_s.jpg,"(12407,2495)","(22.49762596353312, 114.12763093930788)",530.583,0,0
Shenzhen/16_12445_2513_s.jpg,"(12445,2513)","(22.651403705158934, 114.47717957923503)",53.045662,64,1.382694
Shenzhen/16_12445_2496_s.jpg,"(12445,2496)","(22.50617372135107, 114.47717957923503)",44.810192,63,0
Shenzhen/16_12378_2534_s.jpg,"(12378,2534)","(22.830591055078724, 113.86087013515295)",625.24396,1431,9513.409
Shenzhen/16_12448_2501_s.jpg,"(12448,2501)","(22.548904490571626, 114.50477552449244)",75.41754,508,48.9138
Shenzhen/16_12404_2514_s.jpg,"(12404,2514)","(22.659941818818496, 114.10003499405047)",1128.6912,4950,10000.0
Shenzhen/16_12416_2530_s.jpg,"(12416,2530)","(22.796478460844515, 114.2104187750801)",110.572014,419,120.748
Shenzhen/16_12387_2502_s.jpg,"(12387,2502)","(22.557449039337794, 113.94365797092517)",2373.1174,23309,10000.0
Shenzhen/16_12398_2497_s.jpg,"(12398,2497)","(22.51472094472147, 114.04484310353565)",936.0712,18170,10000.0
Shenzhen/16_12454_2525_s.jpg,"(12454,2525)","(22.753825574143335, 114.55996741500725)",521.45416,496,4928.943
Shenzhen/16_12380_2520_s.jpg,"(12380,2520)","(22.711159212414756, 113.87926743199122)",528.64514,1924,2468.6113
Shenzhen/16_12452_2534_s.jpg,"(12452,2534)","(22.830591055078724, 114.54157011816898)",44.04786,70,8.227088
Shenzhen/16_12385_2499_s.jpg,"(12385,2499)","(22.531813787488332, 113.9252606740869)",1908.1929,26371,10000.0
Shenzhen/16_12368_2531_s.jpg,"(12368,2531)","(22.805007419464577, 113.76888365096158)",1673.9899,5673,36537.34
Shenzhen/16_12417_2508_s.jpg,"(12417,2508)","(22.608705083155943, 114.21961742349923)",565.60034,1574,48462.438
Shenzhen/16_12433_2491_s.jpg,"(12433,2491)","(22.463429590944926, 114.3667957982054)",19.20284,0,0
Shenzhen/16_12424_2525_s.jpg,"(12424,2525)","(22.753825574143335, 114.28400796243318)",903.463,1999,37041.215
Shenzhen/16_12416_2497_s.jpg,"(12416,2497)","(22.51472094472147, 114.2104187750801)",81.43878,0,0
Shenzhen/16_12368_2523_s.jpg,"(12368,2523)","(22.7367606453618, 113.76888365096158)",1075.3951,6438,10000.0
Shenzhen/16_12375_2530_s.jpg,"(12375,2530)","(22.796478460844515, 113.83327418989553)",1503.9576,12849,10000.0
Shenzhen/16_12425_2533_s.jpg,"(12425,2533)","(22.82206371673744, 114.29320661085232)",172.45224,443,3225.882
Shenzhen/16_12432_2517_s.jpg,"(12432,2517)","(22.685552935491348, 114.35759714978627)",406.29477,6492,10032.587
Shenzhen/16_12402_2506_s.jpg,"(12402,2506)","(22.591621878890372, 114.0816376972122)",1812.519,2877,13693.255
Shenzhen/16_12407_2489_s.jpg,"(12407,2489)","(22.446328202073946, 114.12763093930788)",319.2414,0,0
Shenzhen/16_12400_2506_s.jpg,"(12400,2506)","(22.591621878890372, 114.06324040037393)",1774.7217,1524,52.65151
Shenzhen/16_12458_2529_s.jpg,"(12458,2529)","(22.78794896244313, 114.5967620086838)",344.92368,100,58.282265
Shenzhen/16_12389_2530_s.jpg,"(12389,2530)","(22.796478460844515, 113.96205526776343)",312.3132,1421,288.95227
Shenzhen/16_12450_2525_s.jpg,"(12450,2525)","(22.753825574143335, 114.52317282133072)",528.51556,794,30340.275
Shenzhen/16_12409_2489_s.jpg,"(12409,2489)","(22.446328202073946, 114.14602823614615)",465.61435,0,0
Shenzhen/16_12366_2529_s.jpg,"(12366,2529)","(22.78794896244313, 113.75048635412332)",1329.1715,11671,37228.062
Shenzhen/16_12422_2514_s.jpg,"(12422,2514)","(22.659941818818496, 114.26561066559492)",300.3119,3269,1.382694
Shenzhen/16_12431_2532_s.jpg,"(12431,2532)","(22.813535838147484, 114.34839850136713)",130.59267,325,50.50907
Shenzhen/16_12378_2530_s.jpg,"(12378,2530)","(22.796478460844515, 113.86087013515295)",1215.6754,9903,10000.0
Shenzhen/16_12416_2517_s.jpg,"(12416,2517)","(22.685552935491348, 114.2104187750801)",894.8221,4785,10000.0
Shenzhen/16_12390_2521_s.jpg,"(12390,2521)","(22.7196935618253, 113.97125391618258)",731.74225,593,4673.5894
Shenzhen/16_12438_2508_s.jpg,"(12438,2508)","(22.608705083155943, 114.41278904030108)",122.616875,1358,0
Shenzhen/16_12403_2532_s.jpg,"(12403,2532)","(22.813535838147484, 114.09083634563133)",873.7903,9812,37075.434
Shenzhen/16_12390_2525_s.jpg,"(12390,2525)","(22.753825574143335, 113.97125391618258)",402.63815,382,4935.4844
Shenzhen/16_12394_2491_s.jpg,"(12394,2491)","(22.463429590944926, 114.00804850985912)",1321.9099,0,0
Shenzhen/16_12424_2517_s.jpg,"(12424,2517)","(22.685552935491348, 114.28400796243318)",625.179,3865,10037.815
Shenzhen/16_12405_2510_s.jpg,"(12405,2510)","(22.625786142070258, 114.1092336424696)",1462.9282,9173,10000.0
Shenzhen/16_12394_2515_s.jpg,"(12394,2515)","(22.66847939519827, 114.00804850985912)",1683.1544,13517,10000.0
Shenzhen/16_12375_2524_s.jpg,"(12375,2524)","(22.74529337917508, 113.83327418989553)",1441.5623,10622,10000.0
Shenzhen/16_12441_2502_s.jpg,"(12441,2502)","(22.557449039337794, 114.4403849855585)",63.03683,0,0
